target_id	length	eff_length	est_counts	tpm
rnd-1_family-186#Unknown	64	29.5217	340.341	5268.53
rnd-1_family-438#Unknown	86	37.2222	0	0
rnd-1_family-428#Unknown	220	76.5202	157	937.649
rnd-1_family-432#LINE/RTE-BovB	158	31.122	2.85626	41.9418
rnd-1_family-469#Unknown	350	191.149	2792.53	6676.42
rnd-1_family-470#Unknown	424	261.73	601.193	1049.73
rnd-1_family-191#DNA/CMC-EnSpm	107	8.91357	156.453	8021.4
rnd-1_family-347#LTR/Gypsy	269	117.415	16	62.275
rnd-1_family-366#LINE/Penelope	236	89.5286	0	0
rnd-1_family-402#Unknown	460	297.006	1.09721	1.68826
rnd-1_family-471#Unknown	285	131.16	15.6644	54.5792
rnd-1_family-468#LTR/Gypsy	444	281.239	2	3.24991
rnd-1_family-352#LTR/Gypsy	553	388.635	7	8.23138
rnd-1_family-452#LINE/RTE-BovB	204	64.1815	3.04159	21.6574
rnd-1_family-81#LINE/RTE-BovB	702	537.089	120.749	102.743
rnd-1_family-465#LTR/Gypsy	417	254.913	15	26.8916
rnd-1_family-473#Unknown	327	169.589	37.657	101.476
rnd-1_family-474#Unknown	85	36.2222	4	50.4663
rnd-1_family-367#LTR/Gypsy	258	107.998	0	0
rnd-1_family-238#LTR/Gypsy	1241	1075.43	1193.61	507.221
rnd-1_family-341#LINE/CR1	959	793.756	2.30329	1.32611
rnd-1_family-335#LINE/CR1	363	203.144	10.2552	23.0705
rnd-1_family-475#Unknown	206	65.7754	160.2	1113.05
rnd-1_family-476#Unknown	620	455.384	24	24.0852
rnd-1_family-457#LINE/CR1	160	32.3586	1	14.123
rnd-1_family-477#Unknown	621	456.384	150.412	150.615
rnd-1_family-360#LINE/CR1	304	148.293	17.2831	53.262
rnd-1_family-423#LINE/CR1	378	217.484	0	0
rnd-1_family-478#Unknown	157	30.5666	90.5438	1353.72
rnd-1_family-280#LINE/RTE-BovB	148	25.45	13.8336	248.407
rnd-1_family-479#DNA/MULE-MuDR	238	91.173	289.184	1449.52
rnd-1_family-449#LINE/RTE-BovB	117	11.694	11.7351	458.607
rnd-1_family-467#LINE/Penelope	188	52.126	0	0
rnd-1_family-436#Unknown	97	10.7573	134.67	5721.15
rnd-1_family-472#LINE/RTE-X	95	15.7863	0	0
rnd-1_family-311#LTR/Gypsy	413	251.04	0	0
rnd-1_family-480#Unknown	173	41.0406	2	22.2707
rnd-1_family-481#LTR/Gypsy	461	298.006	2	3.06705
rnd-1_family-482#LINE/Rex-Babar	523	359.114	12.0284	15.307
rnd-1_family-483#Unknown	325	167.745	40.6492	110.744
rnd-1_family-421#LINE/CR1	187	51.3851	9.80709	87.2208
rnd-1_family-484#Unknown	79	34.2188	12.158	162.373
rnd-1_family-233#LINE/CR1	425	262.73	5.05237	8.78824
rnd-1_family-285#LINE/CR1	466	302.946	0	0
rnd-1_family-485#Unknown	67	30	2.84201	43.2934
rnd-1_family-376#LINE/CR1	757	591.979	98.6614	76.1655
rnd-1_family-139#LINE/RTE-BovB	326	168.641	510.888	1384.45
rnd-1_family-410#LINE/CR1	265	114.099	12.7653	51.129
rnd-1_family-486#Unknown	1003	837.43	65.0502	35.4991
rnd-1_family-488#LTR/Gypsy	575	410.596	0	0
rnd-1_family-223#LINE/CR1	213	71.1736	9.51192	61.0754
rnd-1_family-490#Unknown	489	325.602	0	0
rnd-1_family-491#Unknown	186	50.6484	35	315.805
rnd-1_family-492#LTR/Gypsy	340	181.796	26	65.3589
rnd-1_family-427#LINE/Penelope	200	61.2223	0	0
rnd-1_family-453#LINE/Rex-Babar	216	73.4276	0	0
rnd-1_family-493#Unknown	410	248.141	84.6709	155.938
rnd-1_family-348#LINE/RTE-BovB	205	64.9914	5.58844	39.2963
rnd-1_family-370#LINE/CR1	135	18.9811	0	0
rnd-1_family-487#Unknown	386	225.215	25.2461	51.2287
rnd-1_family-497#Unknown	217	74.2099	340.452	2096.58
rnd-1_family-494#Unknown	436	273.434	34	56.8254
rnd-1_family-499#Unknown	69	30.8077	0	0
rnd-1_family-489#LINE/RTE-BovB	191	54.3557	0	0
rnd-1_family-496#Unknown	156	29.9168	13.8581	211.693
rnd-1_family-501#LTR/Gypsy	641	476.245	133.968	128.555
rnd-1_family-502#LINE/CR1-Zenon	343	184.59	125	309.47
rnd-1_family-265#DNA/CMC-EnSpm	129	16.2485	25.2888	711.267
rnd-1_family-505#Unknown	88	35.425	58	748.23
rnd-1_family-503#Unknown	1419	1253.43	2311.21	842.666
rnd-1_family-506#LINE/CR1-Zenon	405	243.363	90.364	169.69
rnd-1_family-500#Unknown	757	591.979	141.376	109.141
rnd-1_family-507#Unknown	83	35.2286	22	285.394
rnd-1_family-504#LINE/CR1	525	361.042	13.2452	16.7656
rnd-1_family-509#LINE/CR1-Zenon	179	45.457	38.2223	384.266
rnd-1_family-510#LINE/CR1	297	141.884	30.3333	97.7023
rnd-1_family-513#Unknown	96	12.3313	25	926.506
rnd-1_family-253#LINE/CR1	260	109.678	15.818	65.9095
rnd-1_family-515#Unknown	149	25.895	57.5477	1015.62
rnd-1_family-511#LINE/CR1	599	434.384	296.671	312.118
rnd-1_family-498#LTR/Gypsy	281	127.692	2	7.15786
rnd-1_family-440#LTR/Pao	496	332.536	42.5322	58.4516
rnd-1_family-514#LINE	537	372.75	145.603	178.513
rnd-1_family-517#Unknown	167	36.8725	52.9892	656.752
rnd-1_family-495#Unknown	413	251.04	1.05449	1.91963
rnd-1_family-334#LINE/CR1	92	32.6327	0	0
rnd-1_family-519#LINE/RTE-BovB	71	30.5714	5.88986	88.0452
rnd-1_family-521#LTR/Gypsy	369	208.788	9.73591	21.3102
rnd-1_family-439#LTR/Gypsy	316	159.386	10.2288	29.3287
rnd-1_family-518#Unknown	413	251.04	28.779	52.3901
rnd-1_family-525#Unknown	195	57.3045	46.4864	370.727
rnd-1_family-526#Unknown	277	124.2	18.3396	67.4815
rnd-1_family-527#LINE/CR1	1416	1250.43	33	12.0607
rnd-1_family-512#Unknown	79	34.2188	0	0
rnd-1_family-520#Unknown	160	32.3586	13	183.599
rnd-1_family-383#LINE/CR1	373	212.681	107.59	231.186
rnd-1_family-528#Unknown	147	24.9328	40	733.172
rnd-1_family-529#Unknown	52	24.1111	310.111	5877.82
rnd-1_family-524#LINE/CR1	277	124.2	33	121.425
rnd-1_family-369#LINE/CR1	186	50.6484	3.00585	27.1218
rnd-1_family-523#LINE/Rex-Babar	358	198.512	143.074	329.374
rnd-1_family-522#Unknown	309	152.839	3	8.97021
rnd-1_family-464#LINE/CR1	213	71.1736	0	0
rnd-1_family-536#Unknown	86	37.2222	1.45623	17.8791
rnd-1_family-537#Unknown	221	77.2871	125.446	741.764
rnd-1_family-533#LTR/Gypsy	563	398.596	0	0
rnd-1_family-539#Unknown	648	483.245	21.2236	20.0709
rnd-1_family-541#Unknown	1233	1067.43	39.7308	17.01
rnd-1_family-538#LINE/Penelope	344	185.533	78.6897	193.826
rnd-1_family-543#Unknown	126	15.1036	39.3216	1189.78
rnd-1_family-544#Unknown	180	46.1427	2	19.8081
rnd-1_family-531#LINE/CR1	508	344.468	7.12455	9.45204
rnd-1_family-545#Unknown	164	34.9017	52	680.886
rnd-1_family-535#LINE/RTE-BovB	225	80.674	11	62.3126
rnd-1_family-516#LINE/CR1	102	8.45912	4.55735	246.209
rnd-1_family-548#Unknown	826	660.979	1593.18	1101.52
rnd-1_family-532#LTR/Gypsy	376	215.55	5	10.6008
rnd-1_family-549#Unknown	85	36.2222	0	0
rnd-1_family-550#Unknown	225	80.674	12.1782	68.987
rnd-1_family-551#Unknown	56	25.55	46	822.78
rnd-1_family-552#LINE/CR1	388	227.169	2.27806	4.58282
rnd-1_family-534#LINE/CR1	160	32.3586	1	14.123
rnd-1_family-530#LINE/RTE-BovB	126	15.1036	0	0
rnd-1_family-553#Unknown	201	62.0301	5.84293	43.0472
rnd-1_family-508#LINE/Penelope	133	18.0268	0	0
rnd-1_family-546#LINE/CR1	273	120.879	10.3515	39.1354
rnd-1_family-556#Unknown	332	174.218	32.6823	85.7306
rnd-1_family-554#LINE/Rex-Babar	256	106.36	18.6494	80.1314
rnd-1_family-555#LTR/Gypsy	286	132.063	15	51.907
rnd-1_family-542#LTR/Gypsy	283	129.353	7	24.7309
rnd-1_family-558#Unknown	466	302.946	1340	2021.42
rnd-1_family-561#LINE/CR1	633	468.245	16	15.6158
rnd-1_family-563#LTR/Pao	885	719.912	0	0
rnd-1_family-566#LINE/Penelope	395	233.774	1	1.95488
rnd-1_family-567#LTR/Pao	874	708.912	1191.6	768.163
rnd-1_family-559#LINE/CR1	331	173.271	0	0
rnd-1_family-569#Unknown	440	277.324	85.4296	140.779
rnd-1_family-570#DNA	958	792.756	112.778	65.0129
rnd-1_family-571#Unknown	56	25.55	0	0
rnd-1_family-547#LINE/Penelope	189	52.8783	0	0
rnd-1_family-568#Unknown	110	9.62915	37.6778	1788.19
rnd-1_family-557#Unknown	75	33.5172	0	0
rnd-1_family-560#LINE/CR1	137	19.9549	0	0
rnd-1_family-540#LINE/CR1	520	356.186	169	216.834
rnd-1_family-573#Unknown	259	108.868	118	495.333
rnd-1_family-565#LTR/Gypsy	220	76.5202	107.95	644.708
rnd-1_family-562#LTR/Gypsy	183	48.3411	0	0
rnd-1_family-564#LTR/Gypsy	135	18.9811	0	0
rnd-1_family-578#LINE/RTE-BovB	153	28.2523	12	194.108
rnd-1_family-580#Unknown	119	12.3622	24.5788	908.617
rnd-1_family-576#Unknown	144	23.2648	28.0409	550.819
rnd-1_family-582#LINE/CR1	349	190.188	20.3634	48.9311
rnd-1_family-577#LINE	510	346.433	54.6249	72.059
rnd-1_family-583#Unknown	430	267.543	471.998	806.238
rnd-1_family-585#Unknown	790	624.979	25.2371	18.454
rnd-1_family-575#LTR/Gypsy	251	102.172	6	26.8371
rnd-1_family-586#Unknown	462	299.006	2723.96	4163.29
rnd-1_family-587#LINE/CR1	260	109.678	105.501	439.596
rnd-1_family-589#Unknown	146	24.4248	9	168.395
rnd-1_family-590#Unknown	183	48.3411	5.3081	50.1811
rnd-1_family-579#LTR/Gypsy	321	164.018	0	0
rnd-1_family-591#Unknown	129	16.2485	13	365.635
rnd-1_family-592#Unknown	212	70.4105	13.4985	87.6125
rnd-1_family-588#Unknown	67	30	2.15437	32.8183
rnd-1_family-595#Unknown	288	133.867	38.4258	131.179
rnd-1_family-221#LINE/CR1	1109	943.43	112.05	54.2776
rnd-1_family-593#Unknown	290	135.697	38	127.976
rnd-1_family-597#LTR/Gypsy	283	129.353	213.84	755.495
rnd-1_family-598#Unknown	108	8.99247	21.1367	1074.17
rnd-1_family-601#Unknown	72	30.5172	17.6071	263.67
rnd-1_family-602#LTR/Gypsy	482	318.699	35.9092	51.4924
rnd-1_family-603#Unknown	194	56.5584	7.11311	57.475
rnd-1_family-604#Unknown	161	32.9984	96	1329.52
rnd-1_family-596#LINE/CR1	69	30.8077	134	1987.75
rnd-1_family-606#Unknown	67	30	24.4171	371.955
rnd-1_family-599#LINE/CR1	127	15.4772	0	0
rnd-1_family-607#Unknown	119	12.3622	19	702.383
rnd-1_family-594#Unknown	89	35.561	4	51.4047
rnd-1_family-584#LTR/Gypsy	225	80.674	9	50.9831
rnd-1_family-609#Unknown	738	572.979	37.7673	30.1227
rnd-1_family-610#Unknown	250	101.34	133.399	601.571
rnd-1_family-605#LINE/CR1	283	129.353	4	14.1319
rnd-1_family-612#Unknown	330	172.343	90.8074	240.794
rnd-1_family-613#LINE/CR1	711	546.089	59.795	50.0401
rnd-1_family-600#DNA/CMC-EnSpm	1609	1443.43	609.395	192.939
rnd-1_family-611#DNA/CMC-EnSpm	1485	1319.43	289.51	100.275
rnd-1_family-581#LINE/CR1	227	82.3083	4.02838	22.3668
rnd-1_family-615#Unknown	62	30.1429	12	181.934
rnd-1_family-618#Unknown	365	205.04	486.167	1083.59
rnd-1_family-616#LTR/Gypsy	1169	1003.43	1159.36	528.019
rnd-1_family-608#LINE/CR1	258	107.998	4	16.9263
rnd-1_family-620#Unknown	603	438.384	395.665	412.468
rnd-1_family-621#Unknown	357	197.613	71.5617	165.494
rnd-1_family-622#Unknown	52	24.1111	36.602	693.753
rnd-1_family-623#Unknown	77	33.2903	28.5136	391.427
rnd-1_family-624#LINE/Rex-Babar	286	132.063	31.9736	110.644
rnd-1_family-617#LINE/CR1	377	216.55	38	80.1939
rnd-1_family-619#Unknown	256	106.36	8.86829	38.1045
rnd-1_family-626#Unknown	129	16.2485	1	28.1258
rnd-1_family-614#LINE/Penelope	289	134.74	2	6.78345
rnd-1_family-627#Unknown	277	124.2	76	279.645
rnd-1_family-628#Unknown	60	29.55	20.1124	311.044
rnd-1_family-625#DNA/CMC-EnSpm	1585	1419.43	975.609	314.108
rnd-1_family-630#LTR/Gypsy	425	262.73	43.4748	75.6213
rnd-1_family-631#Unknown	191	54.3557	0	0
rnd-1_family-632#Unknown	200	61.2223	37	276.191
rnd-1_family-633#Unknown	202	62.7048	1	7.28813
rnd-1_family-634#Unknown	67	30	6	91.4001
rnd-1_family-635#Unknown	403	241.437	4.88911	9.25429
rnd-1_family-637#Unknown	145	23.8076	110	2111.51
rnd-1_family-638#DNA/TcMar-Tc1	181	46.9141	22.7743	221.849
rnd-1_family-574#LINE/CR1-Zenon	504	340.468	74.7331	100.312
rnd-1_family-572#LINE/CR1	333	175.182	2.23628	5.83382
rnd-1_family-636#Unknown	657	492.245	11.9573	11.1012
rnd-1_family-639#LINE/RTE-BovB	381	220.44	38.2811	79.3616
rnd-1_family-640#DNA/TcMar-Tc1	276	123.372	105.346	390.228
rnd-1_family-641#LINE/Penelope	1270	1104.43	286.272	118.456
rnd-1_family-642#Unknown	332	174.218	20	52.4631
rnd-1_family-643#Unknown	261	110.535	49.0465	202.78
rnd-1_family-644#Unknown	471	307.823	155.107	230.276
rnd-1_family-645#Unknown	239	91.9165	0	0
rnd-1_family-646#Unknown	63	28.5217	23	368.526
rnd-1_family-648#Unknown	221	77.2871	45	266.086
rnd-1_family-650#Unknown	128	15.9358	63.4186	1818.7
rnd-1_family-651#Unknown	667	502.196	180.221	164.002
rnd-1_family-652#LTR/Gypsy	728	562.979	159	129.069
rnd-1_family-653#LTR/Gypsy	481	317.699	16	23.0156
rnd-1_family-655#Unknown	127	15.4772	12	354.329
rnd-1_family-629#LINE/CR1	359	199.492	6	13.7449
rnd-1_family-656#Unknown	240	92.7719	262.115	1291.2
rnd-1_family-657#Unknown	55	24.55	16	297.842
rnd-1_family-660#Unknown	119	12.3622	5.19182	191.929
rnd-1_family-661#LTR/Gypsy	146	24.4248	4	74.8421
rnd-1_family-649#DNA/TcMar-Tc1	193	55.774	33.5903	275.232
rnd-1_family-662#Unknown	203	63.3699	37.8358	272.858
rnd-1_family-663#Unknown	581	416.555	51.2793	56.2584
rnd-1_family-664#Unknown	269	117.415	37.4878	145.909
rnd-1_family-667#LINE/I-Jockey	95	15.7863	15	434.237
rnd-1_family-647#LINE/CR1	90	34.1364	11.7211	156.916
rnd-1_family-668#DNA/CMC-EnSpm	1358	1192.43	741.5	284.181
rnd-1_family-658#Unknown	171	39.5271	24	277.481
rnd-1_family-659#LINE/CR1-Zenon	93	32.3529	1	14.1255
rnd-1_family-671#Unknown	197	58.8561	57.7629	448.513
rnd-1_family-672#Unknown	169	38.1771	89	1065.38
rnd-1_family-654#LTR/Gypsy	929	763.912	891.929	533.585
rnd-1_family-673#Unknown	225	80.674	270	1529.49
rnd-1_family-665#LINE/Rex-Babar	323	165.848	41	112.977
rnd-1_family-669#LINE/RTE-BovB	105	8.66766	16	843.597
rnd-1_family-674#DNA/TcMar-Tc1	151	27.1203	34.2898	577.813
rnd-1_family-675#LTR/Gypsy	256	106.36	26.1864	112.515
rnd-1_family-676#Unknown	312	155.647	133	390.505
rnd-1_family-677#Unknown	132	17.5915	0	0
rnd-1_family-679#Unknown	324	166.78	22.0429	60.4007
rnd-1_family-666#LINE/CR1	151	27.1203	2	33.7017
rnd-1_family-680#Unknown	220	76.5202	9	53.7506
rnd-1_family-681#Unknown	102	8.45912	13.8465	748.051
rnd-1_family-682#Unknown	371	210.745	154	333.949
rnd-1_family-670#Unknown	69	30.8077	38	563.691
rnd-1_family-678#LINE/CR1	182	47.5999	11	105.61
rnd-1_family-684#Unknown	155	29.3807	63.1545	982.333
rnd-1_family-685#LTR/Gypsy	389	228.146	33.5164	67.1369
rnd-1_family-686#DNA/TcMar-Tc1	193	55.774	113	925.898
rnd-1_family-687#Unknown	195	57.3045	11.0095	87.8004
rnd-1_family-688#LINE/L2	176	43.1893	3.35329	35.4823
rnd-1_family-690#Unknown	180	46.1427	15	148.561
rnd-1_family-691#Unknown	883	717.912	204	129.86
rnd-1_family-692#Unknown	252	103.025	97.7252	433.49
rnd-1_family-693#Unknown	63	28.5217	4	64.0916
rnd-1_family-689#Unknown	243	95.3624	56.9185	272.768
rnd-1_family-683#Unknown	137	19.9549	6.90528	158.142
rnd-1_family-696#Unknown	499	335.536	277.089	377.396
rnd-1_family-699#LINE/CR1	87	37.2162	18	221.033
rnd-1_family-700#LINE/Penelope	251	102.172	160.846	719.438
rnd-1_family-694#DNA/CMC-EnSpm	125	14.6028	0	0
rnd-1_family-701#Unknown	169	38.1771	30	359.116
rnd-1_family-695#LINE/Penelope	121	13.038	0	0
rnd-1_family-703#Unknown	123	13.8704	104	3426.59
rnd-1_family-697#LINE/Penelope	407	245.265	34	63.352
rnd-1_family-705#Unknown	479	315.699	3	4.34276
rnd-1_family-706#LINE/CR1	185	49.8892	0	0
rnd-1_family-707#Unknown	100	8.80618	23.4336	1216.1
rnd-1_family-708#Unknown	60	29.55	17	262.911
rnd-1_family-702#Unknown	118	12.0032	0	0
rnd-1_family-709#Unknown	138	20.3792	5	112.124
rnd-1_family-711#LTR/Gypsy	703	538.089	15.3967	13.0765
rnd-1_family-712#Unknown	72	30.5172	4.27074	63.955
rnd-1_family-713#Unknown	65	30.5217	4.15351	62.1903
rnd-1_family-704#LINE/CR1	123	13.8704	5	164.74
rnd-1_family-714#LTR/Gypsy	316	159.386	15.3569	44.0321
rnd-1_family-715#Unknown	162	33.5831	51.1076	695.474
rnd-1_family-716#Unknown	114	10.789	23	974.234
rnd-1_family-717#LTR/Gypsy	552	387.674	92.2104	108.7
rnd-1_family-698#LINE/CR1	160	32.3586	0	0
rnd-1_family-718#LTR/ERVK	233	87.0773	13562	71176.3
rnd-1_family-719#LTR/Gypsy	155	29.3807	19.0442	296.223
rnd-1_family-720#Unknown	123	13.8704	21	691.908
rnd-1_family-721#Unknown	68	31	59	869.775
rnd-1_family-722#Unknown	125	14.6028	11	344.249
rnd-1_family-723#Unknown	54	24.7895	0	0
rnd-1_family-724#Unknown	868	702.912	560.512	364.419
rnd-1_family-725#Unknown	112	10.1497	4	180.104
rnd-1_family-710#Unknown	168	37.5346	4	48.7019
rnd-1_family-729#LTR/Gypsy	435	272.462	68.5776	115.025
rnd-1_family-730#Unknown	272	119.995	84.9112	323.384
rnd-1_family-732#Unknown	133	18.0268	4	101.405
rnd-1_family-733#Unknown	193	55.774	145	1188.1
rnd-1_family-734#LTR/Gypsy	285	131.16	96.6746	336.842
rnd-1_family-726#LINE/Jockey	231	85.5284	4.64671	24.8286
rnd-1_family-727#LINE/Rex-Babar	197	58.8561	2	15.5294
rnd-1_family-736#Unknown	90	34.1364	13.4253	179.731
rnd-1_family-731#LINE/Penelope	249	100.485	496.349	2257.38
rnd-1_family-737#Unknown	60	29.55	17	262.911
rnd-1_family-728#Unknown	125	14.6028	15.0655	471.482
rnd-1_family-739#Unknown	393	231.844	13	25.625
rnd-1_family-740#Unknown	149	25.895	42	741.226
rnd-1_family-741#LINE/Penelope	362	202.206	600	1356.05
rnd-1_family-742#Unknown	189	52.8783	25	216.063
rnd-1_family-744#LINE/Penelope	116	11.4449	0	0
rnd-1_family-745#Unknown	164	34.9017	9	117.846
rnd-1_family-738#LTR/Gypsy	102	8.45912	5	270.123
rnd-1_family-746#Unknown	163	34.26	23.9127	318.976
rnd-1_family-747#LINE/CR1	154	28.7925	4	63.4889
rnd-1_family-748#Unknown	164	34.9017	10	130.94
rnd-1_family-749#Unknown	277	124.2	11	40.475
rnd-1_family-750#Unknown	65	30.5217	14	209.621
rnd-1_family-743#DNA/CMC-EnSpm	252	103.025	50	221.79
rnd-1_family-753#Unknown	53	25.1111	1	18.1991
rnd-1_family-754#LTR/Gypsy	256	106.36	6.12665	26.3245
rnd-1_family-755#Unknown	74	32.5172	10.4503	146.87
rnd-1_family-756#LINE/CR1	99	9.05212	9	454.369
rnd-1_family-757#Unknown	189	52.8783	11	95.0675
rnd-1_family-758#Unknown	289	134.74	11	37.309
rnd-1_family-759#Unknown	990	824.513	233.094	129.197
rnd-1_family-760#LTR/Gypsy	414	252.04	1106	2005.41
rnd-1_family-762#Unknown	70	30.6667	15	223.533
rnd-1_family-763#Unknown	657	492.245	84.8287	78.755
rnd-1_family-751#DNA	518	354.257	23	29.6706
rnd-1_family-764#Unknown	333	175.182	32	83.479
rnd-1_family-765#Unknown	114	10.789	9	381.222
rnd-1_family-735#Unknown	310	153.776	86.1237	255.948
rnd-1_family-767#Unknown	94	21.625	41.228	871.27
rnd-1_family-761#LINE/Penelope	101	8.41135	179.874	9772.82
rnd-1_family-769#LINE/Penelope	367	206.935	41	90.5453
rnd-1_family-752#Unknown	80	34.1818	12	160.436
rnd-1_family-770#LINE/Rex-Babar	238	91.173	6.08731	30.5123
rnd-1_family-771#Unknown	381	220.44	20	41.4626
rnd-1_family-772#Unknown	64	29.5217	9	139.321
rnd-1_family-773#Unknown	54	24.7895	10	184.353
rnd-1_family-774#Unknown	142	22.2227	6	123.387
rnd-1_family-777#Unknown	71	30.5714	21.8328	326.37
rnd-1_family-778#Unknown	763	597.979	10	7.64243
rnd-1_family-766#LINE/Penelope	160	32.3586	1	14.123
rnd-1_family-780#Unknown	68	31	3	44.2259
rnd-1_family-781#Unknown	102	8.45912	56	3025.38
rnd-1_family-782#Unknown	369	208.788	87	190.428
rnd-1_family-783#Unknown	70	30.6667	2	29.8044
rnd-1_family-784#Unknown	226	81.4402	479.335	2689.78
rnd-1_family-785#Unknown	104	8.61333	27	1432.55
rnd-1_family-786#LTR/Gypsy	233	87.0773	41.6577	218.628
rnd-1_family-787#Unknown	74	32.5172	1	14.0541
rnd-1_family-788#Unknown	294	139.236	12.6809	41.6213
rnd-1_family-789#Unknown	110	9.62915	152	7213.94
rnd-1_family-790#LINE/Penelope	309	152.839	52	155.484
rnd-1_family-779#LINE/Penelope	176	43.1893	1.28521	13.5993
rnd-1_family-791#Unknown	163	34.26	11	146.731
rnd-1_family-792#Unknown	122	13.442	48.7549	1657.57
rnd-1_family-793#Unknown	77	33.2903	6	82.3664
rnd-1_family-794#Unknown	51	23.1111	12	237.289
rnd-1_family-795#LINE/RTE-BovB	296	140.987	62	200.969
rnd-1_family-796#Unknown	267	115.678	121.291	479.177
rnd-1_family-797#Unknown	62	30.1429	55.2718	837.985
rnd-1_family-776#LTR/Gypsy-Cigr	205	64.9914	5	35.1586
rnd-1_family-798#DNA/CMC-EnSpm	1239	1073.43	455.08	193.745
rnd-1_family-800#Unknown	85	36.2222	15.8776	200.321
rnd-1_family-802#DNA/CMC-EnSpm	857	691.912	179.546	118.588
rnd-1_family-803#LINE/CR1	179	45.457	9	90.4812
rnd-1_family-804#Unknown	291	136.554	48	160.64
rnd-1_family-805#Unknown	338	179.926	32.8908	83.5403
rnd-1_family-806#Unknown	360	200.349	14.3191	32.6621
rnd-1_family-775#DNA/CMC-EnSpm	451	288.153	14	22.2035
rnd-1_family-807#LINE/CR1	139	20.7514	2	44.0452
rnd-1_family-808#Unknown	151	27.1203	3	50.5525
rnd-1_family-799#Unknown	95	15.7863	1.33886	38.7589
rnd-1_family-809#DNA/TcMar-Tc1	131	17.1504	41	1092.51
rnd-1_family-810#Unknown	64	29.5217	23	356.043
rnd-1_family-801#DNA/TcMar-ISRm11	250	101.34	161	726.041
rnd-1_family-812#LTR/Gypsy	349	190.188	169.79	407.987
rnd-1_family-813#Unknown	103	8.57036	384	20476.2
rnd-1_family-815#Unknown	187	51.3851	46.9993	417.995
rnd-1_family-816#Unknown	255	105.546	18	77.9379
rnd-1_family-817#Unknown	104	8.61333	0	0
rnd-1_family-818#LTR/Gypsy	71	30.5714	1	14.9486
rnd-1_family-819#Unknown	151	27.1203	3	50.5525
rnd-1_family-820#LTR/Gypsy	178	44.681	8	81.8245
rnd-1_family-822#Unknown	119	12.3622	27	998.123
rnd-1_family-824#Unknown	239	91.9165	27.7089	137.766
rnd-1_family-825#Unknown	65	30.5217	5	74.8648
rnd-1_family-826#LTR/Gypsy	146	24.4248	4	74.8421
rnd-1_family-827#Unknown	242	94.5211	235	1136.2
rnd-1_family-828#LTR/Pao	335	177.11	0	0
rnd-1_family-829#Unknown	279	125.974	135.721	492.358
rnd-1_family-830#Unknown	95	15.7863	8	231.593
rnd-1_family-814#Unknown	65	30.5217	2	29.9459
rnd-1_family-833#Unknown	76	34.5172	17	225.076
rnd-1_family-834#LINE/Jockey	119	12.3622	211	7800.15
rnd-1_family-835#LINE/Penelope	399	237.607	80.8711	155.543
rnd-1_family-836#LTR/Gypsy	147	24.9328	65	1191.4
rnd-1_family-823#LTR/Gypsy	137	19.9549	514	11771.4
rnd-1_family-838#DNA/CMC-EnSpm	220	76.5202	0	0
rnd-1_family-839#LINE/Rex-Babar	172	40.3086	3	34.0126
rnd-1_family-811#LINE/CR1	147	24.9328	12.989	238.078
rnd-1_family-840#LINE/RTE-BovB	150	26.5142	30.714	529.389
rnd-1_family-841#Unknown	816	650.979	153.013	107.419
rnd-1_family-831#LTR/Gypsy	87	37.2162	0	0
rnd-1_family-842#Unknown	97	10.7573	0	0
rnd-1_family-843#Unknown	471	307.823	91.1296	135.293
rnd-1_family-768#LINE/Rex-Babar	149	25.895	17.9756	317.238
rnd-1_family-832#LTR/Gypsy	130	16.6978	1	27.369
rnd-1_family-844#Unknown	146	24.4248	2	37.421
rnd-1_family-845#LTR/Gypsy	84	36.2286	2	25.2287
rnd-1_family-846#LINE/Penelope	72	30.5172	2	29.9503
rnd-1_family-847#Unknown	103	8.57036	3	159.97
rnd-1_family-849#Unknown	57	26.55	5.00002	86.0645
rnd-1_family-850#DNA/CMC-EnSpm	708	543.089	370	311.349
rnd-1_family-851#Unknown	595	430.47	768	815.333
rnd-1_family-852#LINE/CR1	256	106.36	1	4.29672
rnd-1_family-853#Unknown	187	51.3851	9	80.0428
rnd-1_family-854#Unknown	60	29.55	6	92.792
rnd-1_family-855#Unknown	169	38.1771	11	131.676
rnd-1_family-856#Unknown	62	30.1429	25	379.029
rnd-1_family-857#LTR/Gypsy	119	12.3622	1	36.9675
rnd-1_family-858#Unknown	112	10.1497	30.7706	1385.48
rnd-1_family-859#LINE/Rex-Babar	124	14.2521	10	320.656
rnd-1_family-860#Unknown	250	101.34	60.8704	274.5
rnd-1_family-861#Unknown	58	27.55	1	16.588
rnd-1_family-862#Unknown	424	261.73	0	0
rnd-1_family-821#LTR/Pao	144	23.2648	5.97203	117.311
rnd-1_family-837#LTR/Gypsy	153	28.2523	35	566.149
rnd-1_family-863#DNA/CMC-EnSpm	128	15.9358	50	1433.88
rnd-1_family-864#Unknown	267	115.678	32	126.42
rnd-1_family-866#Unknown	87	37.2162	0	0
rnd-1_family-867#Unknown	277	124.2	364	1339.35
rnd-1_family-868#Unknown	62	30.1429	19	288.062
rnd-1_family-869#LINE/Penelope	191	54.3557	19	159.744
rnd-1_family-870#Unknown	58	27.55	1	16.588
rnd-1_family-871#Unknown	58	27.55	3	49.7641
rnd-1_family-873#LINE/RTE-BovB	179	45.457	4	40.2139
