target_id	length	eff_length	est_counts	tpm
rnd-5_family-241#Unknown	335	177.11	44	113.534
rnd-5_family-86#Unknown	60	29.55	4	61.8613
rnd-5_family-460#Unknown	51	23.1111	0	0
rnd-5_family-111#Unknown	547	382.674	1	1.19423
rnd-5_family-933#Unknown	54	24.7895	3	55.3058
rnd-5_family-466#LINE/Penelope	995	829.43	42.1445	23.2209
rnd-5_family-533#Unknown	2440	2274.43	77	15.4716
rnd-5_family-2143#LTR/Pao	1538	1372.43	10	3.32987
rnd-5_family-82#LINE/RTE-BovB	600	435.384	150.133	157.587
rnd-5_family-258#LTR/Gypsy	2651	2485.43	280	51.4841
rnd-5_family-1238#DNA/CMC-EnSpm	4571	4405.43	263	27.2825
rnd-5_family-902#Unknown	177	43.9703	9	93.5406
rnd-5_family-451#LINE/CR1	685	520.196	0	0
rnd-5_family-2138#Unknown	803	637.979	85	60.8877
rnd-5_family-291#LTR/Gypsy	1323	1157.43	41	16.1885
rnd-5_family-530#Unknown	1504	1338.43	34	11.6091
rnd-5_family-23#LINE/Penelope	1577	1411.43	90	29.1407
rnd-5_family-672#Unknown	477	313.699	50	72.8407
rnd-5_family-1503#LTR/Gypsy	3289	3123.43	615	89.9829
rnd-5_family-150#LINE/CR1	1469	1303.43	5	1.75307
rnd-5_family-175#Unknown	152	27.6502	6	99.1677
rnd-5_family-424#LINE/CR1	1607	1441.43	7	2.21933
rnd-5_family-795#Unknown	731	565.979	11	8.88197
rnd-5_family-75#LINE/CR1	2508	2342.43	10	1.95097
rnd-5_family-481#LTR/Gypsy	2128	1962.43	1558	362.819
rnd-5_family-1121#Unknown	550	385.674	0	0
rnd-5_family-349#DNA/CMC-EnSpm	230	84.8103	274	1476.45
rnd-5_family-359#LTR/Gypsy	1270	1104.43	65	26.8963
rnd-5_family-1014#Unknown	1483	1317.43	22	7.63154
rnd-5_family-188#Unknown	517	353.293	70	90.5483
rnd-5_family-694#DNA/TcMar-Tc1	1200	1034.43	30	13.2537
rnd-5_family-64#LINE/RTE-BovB	1020	854.43	111.395	59.5809
rnd-5_family-486#LTR/Gypsy	3221	3055.43	616	92.1351
rnd-5_family-169#DNA/PIF-Spy	741	575.979	35	27.7702
rnd-5_family-1052#Unknown	200	61.2223	5	37.3231
rnd-5_family-378#LTR/Gypsy	1183	1017.43	12	5.39006
rnd-5_family-544#DNA/TcMar-Tc2	1243	1077.43	70	29.6911
rnd-5_family-263#DNA/MuLE-MuDR	3175	3009.43	152	23.0821
rnd-5_family-510#Unknown	198	59.6694	0	0
rnd-5_family-586#LTR/Pao	3932	3766.43	122.177	14.8244
rnd-5_family-651#Unknown	728	562.979	28.2359	22.9206
rnd-5_family-791#Unknown	1501	1335.43	201	68.7847
rnd-5_family-507#Unknown	138	20.3792	0	0
rnd-5_family-755#Unknown	867	701.912	9	5.85972
rnd-5_family-173#LINE/CR1	2494	2328.43	95	18.6456
rnd-5_family-1311#LTR/Gypsy	2611	2445.43	67	12.5209
rnd-5_family-899#Unknown	237	90.3362	96	485.653
rnd-5_family-219#Unknown	398	236.679	0	0
rnd-5_family-400#Unknown	223	78.9606	24	138.905
rnd-5_family-305#DNA/TcMar-Tc1	807	641.979	11	7.83049
rnd-5_family-381#Unknown	52	24.1111	11	208.493
rnd-5_family-621#Unknown	682	517.196	10	8.83613
rnd-5_family-1105#LTR/Pao	1606	1440.43	0	0
rnd-5_family-172#LINE/RTE-BovB	1616	1450.43	43.0109	13.5518
rnd-5_family-1210#LINE/Penelope	941	775.835	212	124.877
rnd-5_family-846#LTR/Gypsy	483	319.699	23	32.8779
rnd-5_family-212#LINE/Penelope	532	367.824	4	4.96977
rnd-5_family-1091#Unknown	820	654.979	39	27.2116
rnd-5_family-918#LINE/Penelope	1098	932.43	43	21.0751
rnd-5_family-140#Unknown	1241	1075.43	8	3.39958
rnd-5_family-195#LTR/Pao	1640	1474.43	608	188.45
rnd-5_family-924#Unknown	166	36.2296	5	63.0701
rnd-5_family-67#LINE/RTE-BovB	1770	1604.43	18	5.12706
rnd-5_family-18#LINE/CR1	1917	1751.43	90.0713	23.5023
rnd-5_family-2837#Simple_repeat	317	160.32	2	5.7011
rnd-5_family-635#Unknown	1682	1516.43	319.154	96.1822
rnd-5_family-420#Unknown	946	780.835	34	19.8993
rnd-5_family-1195#Unknown	778	612.979	492.203	366.957
rnd-5_family-20#LTR/Pao	2357	2191.43	30	6.2562
rnd-5_family-956#Unknown	359	199.492	0	0
rnd-5_family-1586#DNA/TcMar-Tc1	1039	873.43	15.9342	8.33719
rnd-5_family-317#Unknown	264	113.209	65	262.391
rnd-5_family-57#LTR/Pao	2126	1960.43	87	20.2808
rnd-5_family-1412#LINE/CR1	1201	1035.43	0	0
rnd-5_family-368#LINE/Penelope	484	320.666	5	7.12579
rnd-5_family-837#Unknown	2121	1955.43	50	11.6854
rnd-5_family-661#LTR/Gypsy	1680	1514.43	85	25.65
rnd-5_family-675#Unknown	312	155.647	49.1563	144.329
rnd-5_family-655#Unknown	312	155.647	7	20.5529
rnd-5_family-330#Unknown	855	689.912	2	1.32481
rnd-5_family-1808#Unknown	828	662.979	8	5.51451
rnd-5_family-975#Unknown	188	52.126	15.5796	136.59
rnd-5_family-991#Unknown	182	47.5999	0	0
rnd-5_family-185#LINE/CR1	1082	916.43	4	1.9947
rnd-5_family-36#LTR/Gypsy	2547	2381.43	524.85	100.72
rnd-5_family-1432#LINE/CR1	973	807.676	7	3.96075
rnd-5_family-1113#Unknown	512	348.433	0	0
rnd-5_family-1891#Unknown	915	749.912	17	10.3599
rnd-5_family-1264#Unknown	285	131.16	0	0
rnd-5_family-2838#Unknown	249	100.485	64	291.069
rnd-5_family-1110#Unknown	1438	1272.43	13	4.66903
rnd-5_family-1390#Unknown	153	28.2523	264	4270.38
rnd-5_family-506#LINE/Penelope	1196	1030.43	1	0.443505
rnd-5_family-884#LTR/Gypsy	3148	2982.43	18	2.75816
rnd-5_family-2507#LTR/Pao	1565	1399.43	6	1.95937
rnd-5_family-1702#Unknown	354	194.834	47	110.243
rnd-5_family-186#Unknown	573	408.596	1	1.11847
rnd-5_family-520#Unknown	552	387.674	1	1.17883
rnd-5_family-597#Unknown	416	253.938	10	17.9965
rnd-5_family-418#Unknown	867	701.912	1	0.65108
rnd-5_family-669#LTR/Gypsy	2305	2139.43	19	4.05856
rnd-5_family-421#Unknown	510	346.433	5	6.5958
rnd-5_family-294#LTR/Pao	2158	1992.43	16	3.6699
rnd-5_family-681#LINE/CR1	2290	2124.43	0	0
rnd-5_family-362#Unknown	1802	1636.43	191	53.34
rnd-5_family-124#Unknown	286	132.063	1	3.46047
rnd-5_family-92#DNA/TcMar-Tc1	371	210.745	1	2.1685
rnd-5_family-1814#Unknown	2035	1869.43	4203	1027.46
rnd-5_family-435#Unknown	648	483.245	1	0.945691
rnd-5_family-1804#Unknown	1408	1242.43	4	1.47131
rnd-5_family-408#DNA/CMC-EnSpm	2422	2256.43	29	5.87345
rnd-5_family-163#LTR/Gypsy	2980	2814.43	119	19.3229
rnd-5_family-1686#Unknown	192	55.0589	1	8.30021
rnd-5_family-174#Unknown	79	34.2188	0	0
rnd-5_family-2505#LINE/Penelope	1082	916.43	23	11.4695
rnd-5_family-44#Unknown	404	242.413	0	0
rnd-5_family-1341#Unknown	506	342.468	308	411.006
rnd-5_family-478#Unknown	77	33.2903	5	68.6387
rnd-5_family-673#LTR/Gypsy	3105	2939.43	18	2.79851
rnd-5_family-311#LTR/Gypsy	3215	3049.43	30	4.49593
rnd-5_family-1980#Unknown	284	130.243	1	3.50883
rnd-5_family-76#Unknown	413	251.04	56	101.944
rnd-5_family-747#Unknown	581	416.555	807	885.357
rnd-5_family-989#LINE/R2	3323	3157.43	72	10.4211
rnd-5_family-106#Unknown	470	306.854	0	0
rnd-5_family-652#Satellite	585	420.555	32.4337	35.2445
rnd-5_family-454#Unknown	134	18.5378	260	6409.61
rnd-5_family-309#LINE/CR1	649	484.245	5	4.71869
rnd-5_family-2708#LTR/Gypsy	1733	1567.43	4	1.16624
rnd-5_family-114#Unknown	784	618.979	1	0.738314
rnd-5_family-324#Unknown	192	55.0589	72	597.615
rnd-5_family-1068#LINE/CR1	424	261.73	1	1.74607
rnd-5_family-438#Unknown	1758	1592.43	0	0
rnd-5_family-947#Unknown	760	594.979	17	13.0576
rnd-5_family-40#LTR/Pao	1854	1688.43	597	161.588
rnd-5_family-100#Unknown	43	18.6667	4	97.9287
rnd-5_family-1505#DNA/MuLE-MuDR	1752	1586.43	500	144.034
rnd-5_family-122#Unknown	66	31.5217	5	72.4898
rnd-5_family-323#LINE/Penelope	600	435.384	13	13.6455
rnd-5_family-523#Unknown	414	252.04	213.767	387.603
rnd-5_family-1411#Unknown	466	302.946	0	0
rnd-5_family-953#LTR/Gypsy	1608	1442.43	21.0385	6.66557
rnd-5_family-1316#Unknown	887	721.912	20	12.6608
rnd-5_family-2110#Unknown	1192	1026.43	95	42.2972
rnd-5_family-15#DNA/CMC-EnSpm	4758	4592.43	105	10.4487
rnd-5_family-2381#Unknown	556	391.596	0	0
rnd-5_family-48#LTR/Pao	776	610.979	37.5138	28.0596
rnd-5_family-112#LINE/CR1	571	406.596	0	0
rnd-5_family-342#Unknown	249	100.485	118	536.659
rnd-5_family-2681#Unknown	206	65.7754	4	27.7916
rnd-5_family-690#Unknown	321	164.018	49	136.528
rnd-5_family-1081#LTR/Gypsy	213	71.1736	9	57.7884
rnd-5_family-11#LINE/CR1	5292	5126.43	259.64	23.1458
rnd-5_family-1197#LTR/Gypsy	1358	1192.43	58	22.2286
rnd-5_family-1351#Unknown	984	818.595	66	36.8461
rnd-5_family-81#DNA/TcMar-Pogo	352	192.933	7	16.5809
rnd-5_family-2037#Unknown	457	294.036	172	267.328
rnd-5_family-1584#Unknown	1041	875.43	14	7.30842
rnd-5_family-657#Unknown	618	453.384	115	115.917
rnd-5_family-2636#Unknown	2007	1841.43	1019	252.892
rnd-5_family-218#Unknown	680	515.196	3	2.66113
rnd-5_family-1407#Unknown	282	128.489	25.9705	92.3703
rnd-5_family-2006#Unknown	386	225.215	17	34.496
rnd-5_family-1094#Unknown	814	648.979	8	5.63348
rnd-5_family-1393#Unknown	42	17.6667	0	0
rnd-5_family-4380#Unknown	120	12.6797	0	0
rnd-5_family-2741#Unknown	1493	1327.43	6	2.06565
rnd-5_family-2170#Unknown	441	278.324	973	1597.64
rnd-5_family-1916#DNA/CMC-EnSpm	2625	2459.43	212	39.3929
rnd-5_family-277#LTR/Gypsy	1129	963.43	166	78.7417
rnd-5_family-699#Unknown	56	25.55	10	178.865
rnd-5_family-2168#LTR/Gypsy	404	242.413	3	5.65566
rnd-5_family-1119#SINE/tRNA	419	256.835	6.16579	10.9711
rnd-5_family-733#Unknown	3796	3630.43	157.512	19.8277
rnd-5_family-143#Unknown	458	295.006	12	18.5895
rnd-5_family-930#Unknown	241	93.6365	5	24.4029
rnd-5_family-1103#LINE/CR1	625	460.338	3	2.97825
rnd-5_family-220#Unknown	292	137.439	79.5077	264.371
rnd-5_family-1920#LINE/CR1	3277	3111.43	11	1.61566
rnd-5_family-1669#Unknown	231	85.5284	0	0
rnd-5_family-56#LINE/Rex-Babar	1106	940.43	5	2.42974
rnd-5_family-2365#LTR/Pao	924	758.912	71	42.7547
rnd-5_family-160#LTR/Gypsy	1179	1013.43	54	24.351
rnd-5_family-892#LINE/CR1	2228	2062.43	1	0.221584
rnd-5_family-1722#LINE/CR1-Zenon	2606	2440.43	243.951	45.6828
rnd-5_family-772#LINE	2951	2785.43	119.883	19.669
rnd-5_family-1101#Unknown	430	267.543	0	0
rnd-5_family-901#Unknown	430	267.543	45	76.8662
rnd-5_family-155#Unknown	1114	948.43	0	0
rnd-5_family-546#LTR/Gypsy	396	234.75	169	329.001
rnd-5_family-1132#Unknown	1211	1045.43	0	0
rnd-5_family-410#Unknown	66	31.5217	9	130.482
rnd-5_family-1569#Unknown	1025	859.43	3	1.59525
rnd-5_family-28#LTR/Gypsy	673	508.196	5	4.49631
rnd-5_family-1151#LTR/Gypsy	315	158.468	2	5.76772
rnd-5_family-479#Unknown	187	51.3851	9	80.0428
rnd-5_family-1330#LINE/CR1	1030	864.43	0	0
rnd-5_family-1478#Unknown	516	352.293	96	124.533
rnd-5_family-965#Unknown	463	299.976	0	0
rnd-5_family-1556#LTR/Gypsy	638	473.245	40	38.627
rnd-5_family-1025#LTR/Gypsy	1474	1308.43	854	298.28
rnd-5_family-304#Unknown	1331	1165.43	38	14.901
rnd-5_family-355#Unknown	543	378.674	46	55.5148
rnd-5_family-526#Unknown	518	354.257	8	10.3202
rnd-5_family-952#LTR/Gypsy	1392	1226.43	31	11.5514
rnd-5_family-625#buffer	279	125.974	9	32.6496
rnd-5_family-452#Unknown	63	28.5217	0	0
rnd-5_family-1602#Unknown	511	347.433	43.1368	56.7406
rnd-5_family-2302#Unknown	258	107.998	0	0
rnd-5_family-1395#LINE/CR1	2073	1907.43	0	0
rnd-5_family-1368#Unknown	376	215.55	0	0
rnd-5_family-1313#LTR/Gypsy-Cigr	1558	1392.43	30	9.84611
rnd-5_family-243#Unknown	641	476.245	0	0
rnd-5_family-166#Unknown	66	31.5217	0	0
rnd-5_family-1662#LTR/Pao	2433	2267.43	1	0.20155
rnd-5_family-1810#DNA/TcMar-Tc1	1546	1380.43	3	0.99317
rnd-5_family-980#Unknown	183	48.3411	48	453.776
rnd-5_family-2557#Unknown	380	219.462	0	0
rnd-5_family-2346#LINE/CR1-Zenon	1085	919.43	0	0
rnd-5_family-754#Unknown	354	194.834	4	9.38237
rnd-5_family-577#Unknown	170	38.8225	7.83385	92.2165
rnd-5_family-1310#Unknown	335	177.11	2	5.16065
rnd-5_family-1080#LINE/CR1	221	77.2871	0	0
rnd-5_family-713#Unknown	380	219.462	192	399.814
rnd-5_family-897#Unknown	422	259.809	325	571.67
rnd-5_family-4966#Unknown	181	46.9141	9	87.6709
rnd-5_family-1919#Unknown	1991	1825.43	12	3.00423
rnd-5_family-1055#LINE/CR1-Zenon	1120	954.43	92.5497	44.3147
rnd-5_family-321#Unknown	168	37.5346	14	170.457
rnd-5_family-1338#LTR/Gypsy	1466	1300.43	13	4.5685
rnd-5_family-296#Unknown	356	196.774	5	11.6123
rnd-5_family-246#LTR/Pao	825	659.979	41	28.3904
rnd-5_family-148#LTR/Gypsy	886	720.912	299	189.542
rnd-5_family-2296#LINE/CR1	1051	885.43	74.3852	38.3927
rnd-5_family-1870#LINE/CR1	110	9.62915	2	94.9202
rnd-5_family-986#LTR/Gypsy	2675	2509.43	11	2.00325
rnd-5_family-560#Unknown	200	61.2223	19	141.828
rnd-5_family-1362#Unknown	4601	4435.43	1455	149.915
rnd-5_family-1446#Unknown	2173	2007.43	415	94.4767
rnd-5_family-39#Unknown	298	142.854	3	9.59724
rnd-5_family-1402#Unknown	884	718.912	16	10.1709
rnd-5_family-2216#Unknown	115	11.0822	1.72293	71.049
rnd-5_family-668#Unknown	901	735.912	3	1.863
rnd-5_family-641#LINE/CR1	151	27.1203	0	0
rnd-5_family-812#Unknown	237	90.3362	7	35.4122
rnd-5_family-988#LTR/Gypsy	361	201.329	0	0
rnd-5_family-712#DNA/CMC-EnSpm	362	202.206	1	2.26008
rnd-5_family-596#Unknown	354	194.834	13	30.4927
rnd-5_family-1728#Unknown	1248	1082.43	47	19.8433
rnd-5_family-27#LTR/Pao	955	789.756	0	0
rnd-5_family-1051#Unknown	703	538.089	0	0
rnd-5_family-2255#Unknown	402	240.51	4	7.60053
rnd-5_family-714#LTR/Gypsy	533	368.824	8	9.9126
rnd-5_family-353#LINE/CR1	2947	2781.43	0	0
rnd-5_family-464#LINE/Penelope	510	346.433	1	1.31916
rnd-5_family-266#Unknown	1591	1425.43	38	12.183
rnd-6_family-42#SINE/tRNA	261	110.535	175.712	726.469
rnd-6_family-134#LTR/Gypsy	4060	3894.43	135.21	15.8665
rnd-6_family-131#LINE/RTE-BovB	3643	3477.43	772.269	101.491
rnd-6_family-142#Satellite	826	660.979	473.278	327.225
rnd-6_family-324#LINE/RTE-BovB	3268	3102.43	360.566	53.1129
rnd-6_family-402#LINE/RTE-BovB	3820	3654.43	415.436	51.9519
rnd-6_family-498#LTR/Pao	4693	4527.43	110.317	11.1354
rnd-6_family-6#LINE/RTE-BovB	3184	3018.43	1430.43	216.571
rnd-6_family-13#LINE/Penelope	1261	1095.43	116.841	48.7446
rnd-6_family-168#LINE/CR1	937	771.912	1	0.592037
rnd-6_family-397#Unknown	521	357.15	0	0
rnd-6_family-364#Unknown	753	587.979	8	6.21792
rnd-6_family-295#LTR/Pao	2477	2311.43	0	0
rnd-6_family-284#LINE/Penelope	641	476.245	25	23.9898
rnd-6_family-610#Unknown	649	484.245	7.02246	6.62736
rnd-6_family-1067#Unknown	476	312.699	3	4.38442
rnd-6_family-319#LTR/Gypsy	2334	2168.43	65	13.6989
rnd-6_family-1649#Unknown	245	97.0418	0	0
rnd-6_family-462#Unknown	954	788.756	16	9.27031
rnd-6_family-1202#Unknown	171	39.5271	11.3919	131.71
rnd-6_family-454#LINE/CR1	2880	2714.43	36.4925	6.14386
rnd-6_family-1233#Unknown	1493	1327.43	791	272.321
rnd-6_family-1090#Unknown	131	17.1504	52	1385.63
rnd-6_family-209#Unknown	497	333.536	37.3867	51.2261
rnd-6_family-611#Unknown	426	263.704	133.009	230.505
rnd-6_family-208#LINE/CR1	834	668.912	12	8.1984
rnd-6_family-184#Unknown	404	242.413	2	3.77044
rnd-6_family-214#LTR/Gypsy	407	245.265	7	13.0431
rnd-6_family-61#Unknown	256	106.36	71.1866	305.869
rnd-6_family-318#LTR/Gypsy	1762	1596.43	256	73.2836
rnd-6_family-1721#Unknown	339	180.871	11	27.7934
rnd-6_family-461#Unknown	261	110.535	0	0
rnd-6_family-89#Unknown	353	193.893	26	61.2812
rnd-6_family-239#DNA/TcMar-Tc1	1366	1200.43	8	3.04558
rnd-6_family-15#LINE	2907	2741.43	286.384	47.7406
rnd-6_family-504#Unknown	2165	1999.43	240.37	54.9404
rnd-6_family-216#LINE/CR1-Zenon	2703	2537.43	520.775	93.7935
rnd-6_family-955#LINE/RTE-BovB	503	339.502	3.00436	4.04415
rnd-6_family-509#LINE/CR1	5348	5182.43	130.587	11.5155
rnd-6_family-429#Unknown	382	221.395	18	37.1553
rnd-6_family-896#Unknown	265	114.099	11	44.0584
rnd-6_family-2096#Unknown	144	23.2648	1	19.6434
rnd-6_family-473#Unknown	547	382.674	6	7.16537
rnd-6_family-1229#Unknown	100	8.80618	0	0
rnd-6_family-54#LTR/Gypsy	1067	901.43	1282	649.939
rnd-6_family-553#Unknown	703	538.089	317.741	269.858
rnd-6_family-834#DNA/TcMar-ISRm11	1378	1212.43	23	8.66938
rnd-6_family-1362#LINE/Penelope	624	459.338	45	44.771
rnd-6_family-331#Unknown	439	276.352	6	9.92216
rnd-6_family-66#LINE/RTE-BovB	1532	1366.43	430.527	143.989
rnd-6_family-549#LINE/CR1	710	545.089	5	4.19198
rnd-6_family-1227#Unknown	1613	1447.43	2	0.631465
rnd-6_family-899#Unknown	219	75.7784	17	102.523
rnd-6_family-221#LTR/Gypsy	782	616.979	145	107.403
rnd-6_family-1567#Unknown	561	396.596	0	0
rnd-6_family-643#Unknown	1256	1090.43	0	0
rnd-6_family-945#Unknown	1080	914.43	48	23.9888
rnd-6_family-398#Unknown	516	352.293	0	0
rnd-6_family-864#LTR/Pao	812	646.979	0	0
rnd-6_family-942#LTR/Pao	1578	1412.43	21	6.79468
rnd-6_family-213#Unknown	495	331.536	1	1.37844
rnd-6_family-175#Unknown	2999	2833.43	0	0
rnd-6_family-993#Unknown	184	49.0212	3	27.9675
rnd-6_family-107#Unknown	165	35.5618	16.6348	213.772
rnd-6_family-717#LINE/RTE-BovB	532	367.824	21	26.0913
rnd-6_family-1045#Unknown	347	188.304	1	2.42693
rnd-6_family-590#Unknown	1282	1116.43	1380	564.891
rnd-6_family-1058#LTR/DIRS	301	145.538	24	75.362
rnd-6_family-411#Unknown	631	466.245	15	14.7026
rnd-6_family-332#Unknown	418	255.861	47.3291	84.5358
rnd-6_family-511#LINE/Penelope	655	490.245	12.0002	11.1865
rnd-6_family-1136#Unknown	392	230.844	38	75.2283
rnd-6_family-55#LTR/Gypsy	972	806.676	4	2.26609
rnd-6_family-249#Unknown	334	176.146	2	5.18889
rnd-6_family-1259#LINE/CR1	2170	2004.43	0	0
rnd-6_family-523#Unknown	132	17.5915	1	25.9785
rnd-6_family-167#Unknown	849	683.912	2	1.33643
rnd-6_family-3004#Unknown	59	28.55	2	32.0141
rnd-6_family-1440#Unknown	604	439.384	7	7.28066
rnd-6_family-588#LTR/Pao	1317	1151.43	137.56	54.5975
rnd-6_family-244#LINE/CR1	936	770.912	0	0
rnd-6_family-572#Unknown	238	91.173	0	0
rnd-6_family-1094#Unknown	1276	1110.43	26	10.7004
rnd-6_family-233#DNA/TcMar-Tc2	335	177.11	35	90.3114
rnd-6_family-19#Unknown	454	291.095	71.1477	111.697
rnd-6_family-847#Unknown	162	33.5831	6	81.6482
rnd-6_family-330#Unknown	1366	1200.43	1	0.380697
rnd-6_family-1451#LTR/Gypsy	306	150.138	0	0
rnd-6_family-321#LINE/CR1	633	468.245	1	0.975986
rnd-6_family-82#LINE/CR1	1393	1227.43	18	6.70182
rnd-6_family-320#Unknown	843	677.912	0	0
rnd-6_family-768#LINE/I-Jockey	2884	2718.43	220.054	36.9938
rnd-6_family-1018#Unknown	560	395.596	2	2.31044
rnd-6_family-474#LINE/I	299	143.734	8.10814	25.7797
rnd-6_family-629#LINE/CR1	2887	2721.43	227.413	38.1887
rnd-6_family-106#Unknown	278	125.134	31	113.215
rnd-6_family-736#LTR/Gypsy	828	662.979	31	21.3687
rnd-6_family-28#Unknown	61	29.1429	3	47.0442
rnd-6_family-578#DNA/CMC-EnSpm	192	55.0589	9	74.7019
rnd-6_family-589#DNA/CMC-EnSpm	1729	1563.43	81	23.6768
rnd-6_family-2447#Unknown	488	324.602	27	38.0128
rnd-6_family-1334#LTR/Pao	983	817.595	245	136.945
rnd-6_family-908#Unknown	304	148.293	2	6.16348
rnd-6_family-428#Unknown	841	675.912	134.04	90.6274
rnd-6_family-1029#Unknown	488	324.602	23	32.3813
rnd-6_family-309#Unknown	401	239.583	0	0
rnd-6_family-41#Unknown	510	346.433	1091	1439.2
rnd-6_family-476#LTR/Gypsy	1733	1567.43	26	7.58057
rnd-6_family-343#Unknown	501	337.536	12	16.2472
rnd-6_family-1471#LTR/Gypsy	740	574.979	7	5.56369
rnd-6_family-615#Unknown	40	16.8571	0	0
rnd-6_family-21#Unknown	1533	1367.43	492	164.428
rnd-6_family-164#LINE/CR1	439	276.352	0	0
rnd-6_family-673#Unknown	2572	2406.43	169	32.0945
rnd-6_family-33#LTR/Pao	697	532.143	0	0
rnd-6_family-1725#Unknown	744	578.979	121	95.508
rnd-6_family-1655#LTR/Gypsy	1535	1369.43	28	9.34405
rnd-6_family-340#Unknown	55	24.55	5	93.0755
rnd-6_family-108#Unknown	328	170.536	0	0
rnd-6_family-3029#Unknown	960	794.756	2	1.15004
rnd-6_family-1324#LTR/Pao	655	490.245	122	113.727
rnd-6_family-351#LINE/CR1	892	726.912	206	129.51
rnd-6_family-1888#Unknown	1199	1033.43	1	0.442217
rnd-6_family-662#LINE/Penelope	845	679.912	24	16.1315
rnd-6_family-16#SINE?	416	253.938	7.57377	13.6302
rnd-6_family-400#LINE/Penelope	987	821.595	2	1.11247
rnd-6_family-1752#Unknown	223	78.9606	3	17.3631
rnd-6_family-875#Unknown	389	228.146	2	4.00621
rnd-6_family-350#Unknown	41	17.8571	16	409.473
rnd-6_family-264#Unknown	364	204.082	1	2.2393
rnd-6_family-580#Unknown	1330	1164.43	6	2.3548
rnd-6_family-1975#Unknown	222	78.1155	67.4229	394.446
rnd-6_family-538#Unknown	1910	1744.43	53.8618	14.1106
rnd-6_family-56#Unknown	1619	1453.43	7	2.201
rnd-6_family-186#DNA/TcMar-Tc1	234	87.8891	3	15.5992
rnd-6_family-247#Unknown	1371	1205.43	19	7.20325
rnd-6_family-470#LTR/Pao	682	517.196	0	0
rnd-6_family-1332#Unknown	671	506.196	15	13.5422
rnd-6_family-220#Unknown	524	360.042	6	7.61578
rnd-6_family-801#Unknown	379	218.462	67	140.157
rnd-6_family-189#Unknown	506	342.468	6	8.00661
rnd-6_family-1275#Unknown	414	252.04	20	36.2641
rnd-6_family-1706#Unknown	1199	1033.43	19	8.40213
rnd-6_family-2568#Unknown	667	502.196	0	0
rnd-6_family-273#LTR/Pao	869	703.912	0	0
rnd-6_family-1878#Unknown	58	27.55	0	0
rnd-6_family-367#LINE/RTE-BovB	1157	991.43	82.5752	38.0631
rnd-6_family-1127#Unknown	214	71.8924	10	63.5673
rnd-6_family-65#LTR/Gypsy	813	647.979	0	0
rnd-6_family-278#LINE/L2	252	103.025	12	53.2296
rnd-6_family-191#LTR/Gypsy	1507	1341.43	10	3.40682
rnd-6_family-47#Unknown	299	143.734	73.7791	234.58
rnd-6_family-999#Unknown	149	25.895	3	52.9447
rnd-6_family-635#LINE/Penelope	1306	1140.43	6.02017	2.41244
rnd-6_family-2609#Unknown	177	43.9703	0	0
rnd-6_family-3053#LTR/Gypsy	920	754.912	17	10.2913
rnd-6_family-755#Unknown	2920	2754.43	18.1161	3.00573
rnd-6_family-1565#Unknown	514	350.363	0	0
rnd-6_family-67#Unknown	576	411.596	12	13.3238
rnd-6_family-1640#Unknown	2107	1941.43	2	0.470788
rnd-6_family-1047#Unknown	1162	996.43	0	0
rnd-6_family-86#Unknown	332	174.218	1	2.62316
rnd-6_family-564#Unknown	105	8.66766	27	1423.57
rnd-6_family-308#Unknown	686	521.196	23	20.1671
rnd-6_family-1389#Unknown	122	13.442	0	0
rnd-6_family-235#Unknown	414	252.04	9	16.3189
rnd-6_family-822#Unknown	206	65.7754	15.9198	110.609
rnd-6_family-1369#Unknown	455	292.065	23	35.9886
rnd-6_family-377#LINE/CR1	2176	2010.43	127.542	28.9922
rnd-6_family-231#LTR/Gypsy	651	486.245	10	9.39856
rnd-6_family-2368#Unknown	745	579.979	127	100.071
rnd-6_family-1013#Unknown	387	226.192	0	0
rnd-6_family-8#Unknown	235	88.6994	1	5.15224
rnd-6_family-1210#LTR/Pao	2221	2055.43	0	0
rnd-6_family-297#Unknown	149	25.895	1	17.6482
rnd-6_family-583#DNA/TcMar-Tigger	423	260.809	0	0
rnd-6_family-261#Unknown	258	107.998	36	152.336
rnd-6_family-172#Unknown	247	98.7493	1	4.62789
rnd-6_family-3101#Satellite	106	8.78933	10	519.949
rnd-6_family-360#Unknown	903	737.912	7	4.33521
rnd-6_family-1262#Unknown	261	110.535	5	20.6722
rnd-6_family-388#Unknown	441	278.324	253.571	416.358
rnd-6_family-2254#Unknown	471	307.823	11	16.3308
rnd-6_family-339#Unknown	493	329.569	183.817	254.892
rnd-6_family-155#LTR/Pao	3617	3451.43	245	32.4402
rnd-6_family-2673#LTR/Gypsy	1327	1161.43	785	308.883
rnd-6_family-675#Unknown	1656	1490.43	0	0
rnd-6_family-640#LINE/L2	962	796.756	5	2.86788
rnd-6_family-607#LTR/Gypsy	2406	2240.43	22	4.48754
rnd-6_family-1751#Unknown	281	127.692	0	0
rnd-6_family-2349#Unknown	71	30.5714	10	149.486
rnd-6_family-1216#Unknown	638	473.245	7	6.75972
rnd-6_family-565#LINE/CR1	1008	842.43	5	2.7124
rnd-6_family-2216#Unknown	385	224.215	119	242.549
rnd-6_family-73#Unknown	151	27.1203	1	16.8508
rnd-6_family-510#Unknown	416	253.938	10	17.9965
rnd-6_family-1883#Unknown	295	140.09	0	0
rnd-6_family-326#Satellite	486	322.634	21.1654	29.9801
